cell_ontology_id,Class,Term IRI
CL:0000627,transporting cell,http://purl.obolibrary.org/obo/CL_0000627
CL:0000628,photosynthetic cell,http://purl.obolibrary.org/obo/CL_0000628
CL:0000629,storage cell,http://purl.obolibrary.org/obo/CL_0000629
CL:0000630,supportive cell,http://purl.obolibrary.org/obo/CL_0000630
CL:0000631,labyrinth supporting cell,http://purl.obolibrary.org/obo/CL_0000631
CL:0000632,hepatic stellate cell,http://purl.obolibrary.org/obo/CL_0000632
CL:0000633,Hensen cell,http://purl.obolibrary.org/obo/CL_0000633
CL:0000634,Claudius cell,http://purl.obolibrary.org/obo/CL_0000634
CL:0000635,Deiter's cell,http://purl.obolibrary.org/obo/CL_0000635
CL:0000636,Mueller cell,http://purl.obolibrary.org/obo/CL_0000636
CL:0000637,chromophil cell of anterior pituitary gland,http://purl.obolibrary.org/obo/CL_0000637
CL:0000638,acidophil cell of pars distalis of adenohypophysis,http://purl.obolibrary.org/obo/CL_0000638
CL:0000639,basophil cell of pars distalis of adenohypophysis,http://purl.obolibrary.org/obo/CL_0000639
CL:0000641,chromophobe cell,http://purl.obolibrary.org/obo/CL_0000641
CL:0000642,folliculostellate cell,http://purl.obolibrary.org/obo/CL_0000642
CL:0000644,Bergmann glial cell,http://purl.obolibrary.org/obo/CL_0000644
CL:0000645,pituicyte,http://purl.obolibrary.org/obo/CL_0000645
CL:0000646,basal cell,http://purl.obolibrary.org/obo/CL_0000646
CL:0000647,multinucleated giant cell,http://purl.obolibrary.org/obo/CL_0000647
CL:0000648,kidney granular cell,http://purl.obolibrary.org/obo/CL_0000648
CL:0000649,prickle cell,http://purl.obolibrary.org/obo/CL_0000649
CL:0000650,mesangial cell,http://purl.obolibrary.org/obo/CL_0000650
CL:0000651,mucous neck cell,http://purl.obolibrary.org/obo/CL_0000651
CL:0000652,pinealocyte,http://purl.obolibrary.org/obo/CL_0000652
CL:0000653,glomerular visceral epithelial cell,http://purl.obolibrary.org/obo/CL_0000653
CL:0000654,primary oocyte,http://purl.obolibrary.org/obo/CL_0000654
CL:0000655,secondary oocyte,http://purl.obolibrary.org/obo/CL_0000655
CL:0000656,primary spermatocyte,http://purl.obolibrary.org/obo/CL_0000656
CL:0000657,secondary spermatocyte,http://purl.obolibrary.org/obo/CL_0000657
CL:0000658,cuticle secreting cell,http://purl.obolibrary.org/obo/CL_0000658
CL:0000659,eggshell secreting cell,http://purl.obolibrary.org/obo/CL_0000659
CL:0000660,glycocalyx secreting cell,http://purl.obolibrary.org/obo/CL_0000660
CL:0000661,distal tip cell (sensu Nematoda),http://purl.obolibrary.org/obo/CL_0000661
CL:0000662,neuroglioblast (sensu Nematoda),http://purl.obolibrary.org/obo/CL_0000662
CL:0000663,valve cell,http://purl.obolibrary.org/obo/CL_0000663
CL:0000664,closable valve cell,http://purl.obolibrary.org/obo/CL_0000664
CL:0000665,permanently open valve cell,http://purl.obolibrary.org/obo/CL_0000665
CL:0000666,fenestrated cell,http://purl.obolibrary.org/obo/CL_0000666
CL:0000667,collagen secreting cell,http://purl.obolibrary.org/obo/CL_0000667
CL:0000668,obsolete parenchymal cell,http://purl.obolibrary.org/obo/CL_0000668
CL:0000669,pericyte cell,http://purl.obolibrary.org/obo/CL_0000669
CL:0000670,primordial germ cell,http://purl.obolibrary.org/obo/CL_0000670
CL:0000671,centripetally migrating follicle cell,http://purl.obolibrary.org/obo/CL_0000671
CL:0000672,obsolete tracheary element,http://purl.obolibrary.org/obo/CL_0000672
CL:0000673,Kenyon cell,http://purl.obolibrary.org/obo/CL_0000673
CL:0000674,interfollicle cell,http://purl.obolibrary.org/obo/CL_0000674
CL:0000675,female gamete,http://purl.obolibrary.org/obo/CL_0000675
CL:0000676,cap cell,http://purl.obolibrary.org/obo/CL_0000676
CL:0000677,gut absorptive cell,http://purl.obolibrary.org/obo/CL_0000677
CL:0000678,commissural neuron,http://purl.obolibrary.org/obo/CL_0000678
CL:0000679,glutamatergic neuron,http://purl.obolibrary.org/obo/CL_0000679
CL:0000680,muscle precursor cell,http://purl.obolibrary.org/obo/CL_0000680
CL:0000681,radial glial cell,http://purl.obolibrary.org/obo/CL_0000681
CL:0000682,M cell of gut,http://purl.obolibrary.org/obo/CL_0000682
CL:0000683,ependymoglial cell,http://purl.obolibrary.org/obo/CL_0000683
CL:0000684,littoral cell of liver,http://purl.obolibrary.org/obo/CL_0000684
CL:0000685,obsolete meristematic cell,http://purl.obolibrary.org/obo/CL_0000685
CL:0000686,cerebrospinal fluid secreting cell,http://purl.obolibrary.org/obo/CL_0000686
CL:0000687,R1 photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000687
CL:0000688,perijunctional fibroblast,http://purl.obolibrary.org/obo/CL_0000688
CL:0000689,myoendocrine cell,http://purl.obolibrary.org/obo/CL_0000689
CL:0000690,R2 photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000690
CL:0000691,stellate interneuron,http://purl.obolibrary.org/obo/CL_0000691
CL:0000692,terminal Schwann cell,http://purl.obolibrary.org/obo/CL_0000692
CL:0000693,neuroglioform cell,http://purl.obolibrary.org/obo/CL_0000693
CL:0000694,R3 photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000694
CL:0000695,Cajal-Retzius cell,http://purl.obolibrary.org/obo/CL_0000695
CL:0000696,PP cell,http://purl.obolibrary.org/obo/CL_0000696
CL:0000697,R4 photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000697
CL:0000698,obsolete paraganglial cell,http://purl.obolibrary.org/obo/CL_0000698
CL:0000699,paraganglial type 1 cell,http://purl.obolibrary.org/obo/CL_0000699
CL:0000700,dopaminergic neuron,http://purl.obolibrary.org/obo/CL_0000700
CL:0000701,paraganglia type 2 cell,http://purl.obolibrary.org/obo/CL_0000701
CL:0000702,R5 photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000702
CL:0000703,sustentacular cell,http://purl.obolibrary.org/obo/CL_0000703
CL:0000704,endothelial tip cell,http://purl.obolibrary.org/obo/CL_0000704
CL:0000705,R6 photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000705
CL:0000706,choroid plexus epithelial cell,http://purl.obolibrary.org/obo/CL_0000706
CL:0000707,R7 photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000707
CL:0000708,leptomeningeal cell,http://purl.obolibrary.org/obo/CL_0000708
CL:0000709,R8 photoreceptor cell,http://purl.obolibrary.org/obo/CL_0000709
CL:0000710,neurecto-epithelial cell,http://purl.obolibrary.org/obo/CL_0000710
CL:0000711,cumulus cell,http://purl.obolibrary.org/obo/CL_0000711
CL:0000712,stratum granulosum cell,http://purl.obolibrary.org/obo/CL_0000712
CL:0000713,corona radiata cell,http://purl.obolibrary.org/obo/CL_0000713
CL:0000715,embryonic crystal cell,http://purl.obolibrary.org/obo/CL_0000715
CL:0000716,lymph gland crystal cell,http://purl.obolibrary.org/obo/CL_0000716
CL:0000717,fusimotor neuron,http://purl.obolibrary.org/obo/CL_0000717
CL:0000718,compound eye cone cell,http://purl.obolibrary.org/obo/CL_0000718
CL:0000719,posterior cone cell (sensu Endopterygota),http://purl.obolibrary.org/obo/CL_0000719
CL:0000720,anterior cone cell (sensu Endopterygota),http://purl.obolibrary.org/obo/CL_0000720
CL:0000721,equatorial cone cell (sensu Endopterygota),http://purl.obolibrary.org/obo/CL_0000721
CL:0000722,cystoblast,http://purl.obolibrary.org/obo/CL_0000722
CL:0000723,somatic stem cell,http://purl.obolibrary.org/obo/CL_0000723
CL:0000724,heterocyst,http://purl.obolibrary.org/obo/CL_0000724
CL:0000725,nitrogen fixing cell,http://purl.obolibrary.org/obo/CL_0000725
CL:0000726,chlamydospore,http://purl.obolibrary.org/obo/CL_0000726
CL:0000727,primary pigment cell,http://purl.obolibrary.org/obo/CL_0000727
CL:0000728,secondary pigment cell,http://purl.obolibrary.org/obo/CL_0000728
CL:0000729,tertiary pigment cell,http://purl.obolibrary.org/obo/CL_0000729
CL:0000730,leading edge cell,http://purl.obolibrary.org/obo/CL_0000730
CL:0000731,urothelial cell,http://purl.obolibrary.org/obo/CL_0000731
CL:0000732,amoeboid cell,http://purl.obolibrary.org/obo/CL_0000732
CL:0000733,lymph gland plasmatocyte,http://purl.obolibrary.org/obo/CL_0000733
CL:0000734,embryonic gland plasmatocyte,http://purl.obolibrary.org/obo/CL_0000734
CL:0000735,lymph gland hemocyte,http://purl.obolibrary.org/obo/CL_0000735
CL:0000736,embryonic gland hemocyte,http://purl.obolibrary.org/obo/CL_0000736
CL:0000737,striated muscle cell,http://purl.obolibrary.org/obo/CL_0000737
CL:0000738,leukocyte,http://purl.obolibrary.org/obo/CL_0000738
CL:0000740,retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0000740
CL:0000741,spinal accessory motor neuron,http://purl.obolibrary.org/obo/CL_0000741
CL:0000742,periarticular chondrocyte,http://purl.obolibrary.org/obo/CL_0000742
CL:0000743,hypertrophic chondrocyte,http://purl.obolibrary.org/obo/CL_0000743
CL:0000744,columnar chondrocyte,http://purl.obolibrary.org/obo/CL_0000744
CL:0000745,retina horizontal cell,http://purl.obolibrary.org/obo/CL_0000745
CL:0000746,cardiac muscle cell,http://purl.obolibrary.org/obo/CL_0000746
CL:0000747,cyanophore,http://purl.obolibrary.org/obo/CL_0000747
CL:0000748,retinal bipolar neuron,http://purl.obolibrary.org/obo/CL_0000748
CL:0000749,ON-bipolar cell,http://purl.obolibrary.org/obo/CL_0000749
CL:0000750,OFF-bipolar cell,http://purl.obolibrary.org/obo/CL_0000750
CL:0000751,rod bipolar cell,http://purl.obolibrary.org/obo/CL_0000751
CL:0000752,cone retinal bipolar cell,http://purl.obolibrary.org/obo/CL_0000752
CL:0000753,type 1 cone bipolar cell (sensu Mus),http://purl.obolibrary.org/obo/CL_0000753
CL:0000754,type 2 cone bipolar cell (sensu Mus),http://purl.obolibrary.org/obo/CL_0000754
CL:0000755,type 3 cone bipolar cell (sensu Mus),http://purl.obolibrary.org/obo/CL_0000755
CL:0000756,type 4 cone bipolar cell (sensu Mus),http://purl.obolibrary.org/obo/CL_0000756
CL:0000757,type 5 cone bipolar cell (sensu Mus),http://purl.obolibrary.org/obo/CL_0000757
CL:0000758,type 6 cone bipolar cell (sensu Mus),http://purl.obolibrary.org/obo/CL_0000758
CL:0000759,type 7 cone bipolar cell (sensu Mus),http://purl.obolibrary.org/obo/CL_0000759
CL:0000760,type 8 cone bipolar cell (sensu Mus),http://purl.obolibrary.org/obo/CL_0000760
CL:0000761,type 9 cone bipolar cell (sensu Mus),http://purl.obolibrary.org/obo/CL_0000761
CL:0000762,nucleated thrombocyte,http://purl.obolibrary.org/obo/CL_0000762
CL:0000763,myeloid cell,http://purl.obolibrary.org/obo/CL_0000763
CL:0000764,erythroid lineage cell,http://purl.obolibrary.org/obo/CL_0000764
CL:0000765,erythroblast,http://purl.obolibrary.org/obo/CL_0000765
CL:0000766,myeloid leukocyte,http://purl.obolibrary.org/obo/CL_0000766
CL:0000767,basophil,http://purl.obolibrary.org/obo/CL_0000767
CL:0000768,immature basophil,http://purl.obolibrary.org/obo/CL_0000768
CL:0000769,basophilic metamyelocyte,http://purl.obolibrary.org/obo/CL_0000769
CL:0000770,band form basophil,http://purl.obolibrary.org/obo/CL_0000770
CL:0000771,eosinophil,http://purl.obolibrary.org/obo/CL_0000771
CL:0000772,immature eosinophil,http://purl.obolibrary.org/obo/CL_0000772
CL:0000773,eosinophilic metamyelocyte,http://purl.obolibrary.org/obo/CL_0000773
CL:0000774,band form eosinophil,http://purl.obolibrary.org/obo/CL_0000774
CL:0000775,neutrophil,http://purl.obolibrary.org/obo/CL_0000775
CL:0000776,immature neutrophil,http://purl.obolibrary.org/obo/CL_0000776
CL:0000777,mesangial phagocyte,http://purl.obolibrary.org/obo/CL_0000777
CL:0000778,mononuclear osteoclast,http://purl.obolibrary.org/obo/CL_0000778
CL:0000779,multinuclear osteoclast,http://purl.obolibrary.org/obo/CL_0000779
CL:0000780,multinuclear odontoclast,http://purl.obolibrary.org/obo/CL_0000780
CL:0000781,mononuclear odontoclast,http://purl.obolibrary.org/obo/CL_0000781
CL:0000782,myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0000782
CL:0000783,multinucleated phagocyte,http://purl.obolibrary.org/obo/CL_0000783
CL:0000784,plasmacytoid dendritic cell,http://purl.obolibrary.org/obo/CL_0000784
CL:0000785,mature B cell,http://purl.obolibrary.org/obo/CL_0000785
CL:0000786,plasma cell,http://purl.obolibrary.org/obo/CL_0000786
CL:0000787,memory B cell,http://purl.obolibrary.org/obo/CL_0000787
CL:0000788,naive B cell,http://purl.obolibrary.org/obo/CL_0000788
CL:0000789,alpha-beta T cell,http://purl.obolibrary.org/obo/CL_0000789
CL:0000790,immature alpha-beta T cell,http://purl.obolibrary.org/obo/CL_0000790
CL:0000791,mature alpha-beta T cell,http://purl.obolibrary.org/obo/CL_0000791
CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",http://purl.obolibrary.org/obo/CL_0000792
CL:0000793,"CD4-positive, alpha-beta intraepithelial T cell",http://purl.obolibrary.org/obo/CL_0000793
CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",http://purl.obolibrary.org/obo/CL_0000794
CL:0000795,"CD8-positive, alpha-beta regulatory T cell",http://purl.obolibrary.org/obo/CL_0000795
CL:0000796,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",http://purl.obolibrary.org/obo/CL_0000796
CL:0000797,alpha-beta intraepithelial T cell,http://purl.obolibrary.org/obo/CL_0000797
CL:0000798,gamma-delta T cell,http://purl.obolibrary.org/obo/CL_0000798
CL:0000799,immature gamma-delta T cell,http://purl.obolibrary.org/obo/CL_0000799
CL:0000800,mature gamma-delta T cell,http://purl.obolibrary.org/obo/CL_0000800
CL:0000801,gamma-delta intraepithelial T cell,http://purl.obolibrary.org/obo/CL_0000801
CL:0000802,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",http://purl.obolibrary.org/obo/CL_0000802
CL:0000803,CD4-negative CD8-negative gamma-delta intraepithelial T cell,http://purl.obolibrary.org/obo/CL_0000803
CL:0000805,immature single positive thymocyte,http://purl.obolibrary.org/obo/CL_0000805
CL:0000806,DN2 thymocyte,http://purl.obolibrary.org/obo/CL_0000806
CL:0000807,DN3 thymocyte,http://purl.obolibrary.org/obo/CL_0000807
CL:0000808,DN4 thymocyte,http://purl.obolibrary.org/obo/CL_0000808
CL:0000809,"double-positive, alpha-beta thymocyte",http://purl.obolibrary.org/obo/CL_0000809
CL:0000810,"CD4-positive, alpha-beta thymocyte",http://purl.obolibrary.org/obo/CL_0000810
CL:0000811,"CD8-positive, alpha-beta thymocyte",http://purl.obolibrary.org/obo/CL_0000811
CL:0000813,memory T cell,http://purl.obolibrary.org/obo/CL_0000813
CL:0000814,mature NK T cell,http://purl.obolibrary.org/obo/CL_0000814
CL:0000815,regulatory T cell,http://purl.obolibrary.org/obo/CL_0000815
CL:0000816,immature B cell,http://purl.obolibrary.org/obo/CL_0000816
CL:0000817,precursor B cell,http://purl.obolibrary.org/obo/CL_0000817
CL:0000818,transitional stage B cell,http://purl.obolibrary.org/obo/CL_0000818
CL:0000819,B-1 B cell,http://purl.obolibrary.org/obo/CL_0000819
CL:0000820,B-1a B cell,http://purl.obolibrary.org/obo/CL_0000820
CL:0000821,B-1b B cell,http://purl.obolibrary.org/obo/CL_0000821
CL:0000822,B-2 B cell,http://purl.obolibrary.org/obo/CL_0000822
CL:0000823,immature natural killer cell,http://purl.obolibrary.org/obo/CL_0000823
CL:0000824,mature natural killer cell,http://purl.obolibrary.org/obo/CL_0000824
CL:0000825,pro-NK cell,http://purl.obolibrary.org/obo/CL_0000825
CL:0000826,pro-B cell,http://purl.obolibrary.org/obo/CL_0000826
CL:0000827,pro-T cell,http://purl.obolibrary.org/obo/CL_0000827
CL:0000828,thromboblast,http://purl.obolibrary.org/obo/CL_0000828
CL:0000829,basophilic myeloblast,http://purl.obolibrary.org/obo/CL_0000829
CL:0000830,basophilic promyelocyte,http://purl.obolibrary.org/obo/CL_0000830
CL:0000831,mast cell progenitor,http://purl.obolibrary.org/obo/CL_0000831
CL:0000832,eosinophilic myeloblast,http://purl.obolibrary.org/obo/CL_0000832
CL:0000833,eosinophilic promyelocyte,http://purl.obolibrary.org/obo/CL_0000833
CL:0000834,neutrophil progenitor cell,http://purl.obolibrary.org/obo/CL_0000834
CL:0000835,myeloblast,http://purl.obolibrary.org/obo/CL_0000835
CL:0000836,promyelocyte,http://purl.obolibrary.org/obo/CL_0000836
CL:0000837,hematopoietic multipotent progenitor cell,http://purl.obolibrary.org/obo/CL_0000837
CL:0000838,lymphoid lineage restricted progenitor cell,http://purl.obolibrary.org/obo/CL_0000838
CL:0000839,myeloid lineage restricted progenitor cell,http://purl.obolibrary.org/obo/CL_0000839
CL:0000840,immature conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000840
CL:0000841,mature conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000841
CL:0000842,mononuclear cell,http://purl.obolibrary.org/obo/CL_0000842
CL:0000843,follicular B cell,http://purl.obolibrary.org/obo/CL_0000843
CL:0000844,germinal center B cell,http://purl.obolibrary.org/obo/CL_0000844
CL:0000845,marginal zone B cell,http://purl.obolibrary.org/obo/CL_0000845
CL:0000846,vestibular dark cell,http://purl.obolibrary.org/obo/CL_0000846
CL:0000847,ciliated olfactory receptor neuron,http://purl.obolibrary.org/obo/CL_0000847
CL:0000848,microvillous olfactory receptor neuron,http://purl.obolibrary.org/obo/CL_0000848
CL:0000849,crypt olfactory receptor neuron,http://purl.obolibrary.org/obo/CL_0000849
CL:0000850,serotonergic neuron,http://purl.obolibrary.org/obo/CL_0000850
CL:0000851,neuromast mantle cell,http://purl.obolibrary.org/obo/CL_0000851
CL:0000852,neuromast support cell,http://purl.obolibrary.org/obo/CL_0000852
CL:0000853,olfactory epithelial support cell,http://purl.obolibrary.org/obo/CL_0000853
CL:0000854,interneuromast cell,http://purl.obolibrary.org/obo/CL_0000854
CL:0000855,sensory hair cell,http://purl.obolibrary.org/obo/CL_0000855
CL:0000856,neuromast hair cell,http://purl.obolibrary.org/obo/CL_0000856
CL:0000857,slow muscle myoblast,http://purl.obolibrary.org/obo/CL_0000857
CL:0000858,fast muscle myoblast,http://purl.obolibrary.org/obo/CL_0000858
CL:0000860,classical monocyte,http://purl.obolibrary.org/obo/CL_0000860
CL:0000861,elicited macrophage,http://purl.obolibrary.org/obo/CL_0000861
CL:0000862,suppressor macrophage,http://purl.obolibrary.org/obo/CL_0000862
CL:0000863,inflammatory macrophage,http://purl.obolibrary.org/obo/CL_0000863
CL:0000864,tissue-resident macrophage,http://purl.obolibrary.org/obo/CL_0000864
CL:0000865,gastrointestinal tract (lamina propria) macrophage,http://purl.obolibrary.org/obo/CL_0000865
CL:0000866,thymic macrophage,http://purl.obolibrary.org/obo/CL_0000866
CL:0000867,secondary lymphoid organ macrophage,http://purl.obolibrary.org/obo/CL_0000867
CL:0000868,lymph node macrophage,http://purl.obolibrary.org/obo/CL_0000868
CL:0000869,tonsillar macrophage,http://purl.obolibrary.org/obo/CL_0000869
CL:0000870,Peyer's patch macrophage,http://purl.obolibrary.org/obo/CL_0000870
CL:0000871,splenic macrophage,http://purl.obolibrary.org/obo/CL_0000871
CL:0000872,splenic marginal zone macrophage,http://purl.obolibrary.org/obo/CL_0000872
CL:0000873,splenic metallophillic macrophage,http://purl.obolibrary.org/obo/CL_0000873
CL:0000874,splenic red pulp macrophage,http://purl.obolibrary.org/obo/CL_0000874
CL:0000875,non-classical monocyte,http://purl.obolibrary.org/obo/CL_0000875
CL:0000876,splenic white pulp macrophage,http://purl.obolibrary.org/obo/CL_0000876
CL:0000877,splenic tingible body macrophage,http://purl.obolibrary.org/obo/CL_0000877
CL:0000878,central nervous system macrophage,http://purl.obolibrary.org/obo/CL_0000878
CL:0000879,meningeal macrophage,http://purl.obolibrary.org/obo/CL_0000879
CL:0000880,choroid-plexus macrophage,http://purl.obolibrary.org/obo/CL_0000880
CL:0000881,perivascular macrophage,http://purl.obolibrary.org/obo/CL_0000881
CL:0000882,thymic medullary macrophage,http://purl.obolibrary.org/obo/CL_0000882
CL:0000883,thymic cortical macrophage,http://purl.obolibrary.org/obo/CL_0000883
CL:0000884,mucosa-associated lymphoid tissue macrophage,http://purl.obolibrary.org/obo/CL_0000884
CL:0000885,gut-associated lymphoid tissue macrophage,http://purl.obolibrary.org/obo/CL_0000885
CL:0000886,nasal and broncial associated lymphoid tissue macrophage,http://purl.obolibrary.org/obo/CL_0000886
CL:0000887,lymph node subcapsular sinus macrophage,http://purl.obolibrary.org/obo/CL_0000887
CL:0000888,lymph node tingible body macrophage,http://purl.obolibrary.org/obo/CL_0000888
CL:0000889,myeloid suppressor cell,http://purl.obolibrary.org/obo/CL_0000889
CL:0000890,alternatively activated macrophage,http://purl.obolibrary.org/obo/CL_0000890
CL:0000891,foam cell,http://purl.obolibrary.org/obo/CL_0000891
CL:0000892,smooth muscle cell derived foam cell,http://purl.obolibrary.org/obo/CL_0000892
CL:0000893,thymocyte,http://purl.obolibrary.org/obo/CL_0000893
CL:0000894,DN1 thymic pro-T cell,http://purl.obolibrary.org/obo/CL_0000894
CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000895
CL:0000896,"activated CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000896
CL:0000897,"CD4-positive, alpha-beta memory T cell",http://purl.obolibrary.org/obo/CL_0000897
CL:0000898,naive T cell,http://purl.obolibrary.org/obo/CL_0000898
CL:0000899,T-helper 17 cell,http://purl.obolibrary.org/obo/CL_0000899
CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000900
CL:0000901,Tr1 cell,http://purl.obolibrary.org/obo/CL_0000901
CL:0000902,induced T-regulatory cell,http://purl.obolibrary.org/obo/CL_0000902
CL:0000903,natural T-regulatory cell,http://purl.obolibrary.org/obo/CL_0000903
CL:0000904,"central memory CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000904
CL:0000905,"effector memory CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000905
CL:0000906,"activated CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000906
CL:0000907,"central memory CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000907
CL:0000908,"CD8-positive, alpha-beta cytokine secreting effector T cell",http://purl.obolibrary.org/obo/CL_0000908
CL:0000909,"CD8-positive, alpha-beta memory T cell",http://purl.obolibrary.org/obo/CL_0000909
CL:0000910,cytotoxic T cell,http://purl.obolibrary.org/obo/CL_0000910
CL:0000911,effector T cell,http://purl.obolibrary.org/obo/CL_0000911
CL:0000912,helper T cell,http://purl.obolibrary.org/obo/CL_0000912
CL:0000913,"effector memory CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000913
CL:0000914,immature NK T cell,http://purl.obolibrary.org/obo/CL_0000914
CL:0000915,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",http://purl.obolibrary.org/obo/CL_0000915
CL:0000916,dendritic epidermal T cell,http://purl.obolibrary.org/obo/CL_0000916
CL:0000917,Tc1 cell,http://purl.obolibrary.org/obo/CL_0000917
CL:0000918,Tc2 cell,http://purl.obolibrary.org/obo/CL_0000918
CL:0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",http://purl.obolibrary.org/obo/CL_0000919
CL:0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",http://purl.obolibrary.org/obo/CL_0000920
CL:0000921,type I NK T cell,http://purl.obolibrary.org/obo/CL_0000921
CL:0000922,type II NK T cell,http://purl.obolibrary.org/obo/CL_0000922
CL:0000923,CD4-positive type I NK T cell,http://purl.obolibrary.org/obo/CL_0000923
CL:0000924,"CD4-negative, CD8-negative type I NK T cell",http://purl.obolibrary.org/obo/CL_0000924
CL:0000925,activated CD4-positive type I NK T cell,http://purl.obolibrary.org/obo/CL_0000925
CL:0000926,CD4-positive type I NK T cell secreting interferon-gamma,http://purl.obolibrary.org/obo/CL_0000926
CL:0000927,CD4-positive type I NK T cell secreting interleukin-4,http://purl.obolibrary.org/obo/CL_0000927
CL:0000928,"activated CD4-negative, CD8-negative type I NK T cell",http://purl.obolibrary.org/obo/CL_0000928
CL:0000929,"CD4-negative, CD8-negative type I NK T cell secreting interferon-gamma",http://purl.obolibrary.org/obo/CL_0000929
CL:0000930,"CD4-negative, CD8-negative type I NK T cell secreting interleukin-4",http://purl.obolibrary.org/obo/CL_0000930
CL:0000931,activated type II NK T cell,http://purl.obolibrary.org/obo/CL_0000931
CL:0000932,type II NK T cell secreting interferon-gamma,http://purl.obolibrary.org/obo/CL_0000932
CL:0000933,type II NK T cell secreting interleukin-4,http://purl.obolibrary.org/obo/CL_0000933
CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",http://purl.obolibrary.org/obo/CL_0000934
CL:0000935,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",http://purl.obolibrary.org/obo/CL_0000935
CL:0000936,early lymphoid progenitor,http://purl.obolibrary.org/obo/CL_0000936
CL:0000937,pre-natural killer cell,http://purl.obolibrary.org/obo/CL_0000937
CL:0000938,"CD16-negative, CD56-bright natural killer cell",http://purl.obolibrary.org/obo/CL_0000938
CL:0000939,"CD16-positive, CD56-dim natural killer cell",http://purl.obolibrary.org/obo/CL_0000939
CL:0000940,mucosal invariant T cell,http://purl.obolibrary.org/obo/CL_0000940
CL:0000941,thymic conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000941
CL:0000942,thymic plasmacytoid dendritic cell,http://purl.obolibrary.org/obo/CL_0000942
CL:0000943,Be1 Cell,http://purl.obolibrary.org/obo/CL_0000943
CL:0000944,Be2 cell,http://purl.obolibrary.org/obo/CL_0000944
CL:0000945,lymphocyte of B lineage,http://purl.obolibrary.org/obo/CL_0000945
CL:0000946,antibody secreting cell,http://purl.obolibrary.org/obo/CL_0000946
CL:0000947,IgE plasma cell,http://purl.obolibrary.org/obo/CL_0000947
CL:0000948,IgE memory B cell,http://purl.obolibrary.org/obo/CL_0000948
CL:0000949,IgD plasmablast,http://purl.obolibrary.org/obo/CL_0000949
CL:0000950,IgE plasmablast,http://purl.obolibrary.org/obo/CL_0000950
CL:0000951,IgE short lived plasma cell,http://purl.obolibrary.org/obo/CL_0000951
CL:0000952,preBCR-positive large pre-B-II cell,http://purl.obolibrary.org/obo/CL_0000952
CL:0000953,preBCR-negative large pre-B-II cell,http://purl.obolibrary.org/obo/CL_0000953
CL:0000954,small pre-B-II cell,http://purl.obolibrary.org/obo/CL_0000954
CL:0000955,pre-B-II cell,http://purl.obolibrary.org/obo/CL_0000955
CL:0000956,pre-B-I cell,http://purl.obolibrary.org/obo/CL_0000956
CL:0000957,large pre-B-II cell,http://purl.obolibrary.org/obo/CL_0000957
CL:0000958,T1 B cell,http://purl.obolibrary.org/obo/CL_0000958
CL:0000959,T2 B cell,http://purl.obolibrary.org/obo/CL_0000959
CL:0000960,T3 B cell,http://purl.obolibrary.org/obo/CL_0000960
CL:0000961,Bm1 B cell,http://purl.obolibrary.org/obo/CL_0000961
CL:0000962,Bm2 B cell,http://purl.obolibrary.org/obo/CL_0000962
CL:0000963,Bm3-delta B cell,http://purl.obolibrary.org/obo/CL_0000963
CL:0000964,Bm2' B cell,http://purl.obolibrary.org/obo/CL_0000964
CL:0000965,Bm3 B cell,http://purl.obolibrary.org/obo/CL_0000965
CL:0000966,Bm4 B cell,http://purl.obolibrary.org/obo/CL_0000966
CL:0000967,Bm5 B cell,http://purl.obolibrary.org/obo/CL_0000967
